Application Number,Application: Buy Rate,Application: Funded Amount,Application: BPA Broker Negotiation,Application: Origination Fee,Application: Remittance Frequency,Primary Contact Gender,Application: Close Date,customer Age,Amount,crime_record,Applications received All Time,Applications received by last 1 Month,Applications received by last 3 Months,Applications received by last 6 Months,Average Daily Negatives,Average Monthly Sales,Avg Daily Bank Balance,Avg Number of Monthly Deposits,Brokers submitted All Time,Brokers submitted last 1 month,Brokers submitted last 3 months,Brokers submitted last 6 months,Credit Score,Daily Bank Balance v/s Daily Payment,Days,Factor Rate,Has Website,Industry,Inquiry Count,Months,Number of Trade Lines,Office Space,Open Bankruptcy,Position,Public Records,Sales to Payment,Satisfactory,Shipping State,Sum of Monthly Personal Debt,Time In Business Actual,Type,Volume - 4 Months Ago,Volume - 6 Months Ago,Volume - Three Months Ago,Yearly Total Sales,Outcome
APP-308709,1.25,6000.0,0,2.0,Daily,Female,2/3/2017,60.0,6000.0,,1.0,1.0,1.0,1.0,0.67,7301.85,1914,6.8,1.0,1.0,1.0,1.0,483.0,30.7371,132.0,1.37,Yes,Healthcare,7.0,6.29,23.0,Rent,0.0,First,0.0,18.0,13.0,CA,7280.0,0.7,New Deal,42026.03,15585,4008.84,87622.2,Neg
APP-309265,1.25,10000.0,0,2.0,Daily,Male,2/3/2017,52.0,10000.0,traffic,1.0,1.0,1.0,1.0,0.0,26132.33,0,6.25,1.0,1.0,1.0,1.0,664.0,,132.0,1.37,No,Janitorial,2.0,6.29,1.0,Own,0.0,First,0.0,0.0,1.0,NJ,335.0,2.3,New Deal,20090.2,0,25530.5,313587.96,Pos
APP-309032,1.25,14000.0,0,2.0,Daily,Male,2/3/2017,30.0,14000.0,drug,1.0,1.0,1.0,1.0,0.0,16832.13,2947.06,6.33,1.0,1.0,1.0,1.0,458.0,20.2826,132.0,1.37,No,Landscaping,18.0,6.29,28.0,Own,0.0,First,0.0,0.0,25.0,NC,3549.0,1.7,New Deal,0.0,0,22329.73,201985.56,Pos
APP-308911,1.25,9500.0,0,2.0,Daily,Male,2/3/2017,41.0,9500.0,,2.0,1.0,1.0,2.0,0.33,11531.41,2181.33,16.67,1.0,1.0,1.0,1.0,486.0,22.4509,132.0,1.35,Yes,Restaurant,21.0,6.29,16.0,Rent,0.0,First,0.0,0.0,9.0,MA,3201.0,2.3,New Deal,0.0,0,26227.85,138376.92,Pos
APP-308558,1.25,12500.0,0,2.0,Daily,Male,2/3/2017,53.0,12500.0,traffic,1.0,1.0,1.0,1.0,0.33,15413.27,2386.61,22.0,1.0,1.0,1.0,1.0,650.0,18.3967,132.0,1.37,Yes,Contracting,5.0,6.29,17.0,Rent,0.0,First,0.0,0.0,13.0,FL,1818.0,9.9,New Deal,0.0,0,24268.3,184959.24,Pos
APP-308963,1.25,8500.0,0,2.0,Daily,Male,2/3/2017,62.0,8500.0,,1.0,1.0,1.0,1.0,0.0,22815.87,4167.36,19.33,1.0,1.0,1.0,1.0,515.0,48.6614,132.0,1.33,No,Contracting,10.0,6.29,31.0,Own,0.0,Second,0.0,10.07,21.0,OH,3293.0,8.1,New Deal,16075.94,11770.94,53552.77,273790.44,Pos
APP-307793,1.25,15000.0,0,2.0,Daily,Male,2/3/2017,46.0,15000.0,drug,2.0,1.0,1.0,2.0,0.67,31118.2,4030.26,30.0,1.0,1.0,1.0,1.0,668.0,25.8881,132.0,1.37,No,Spa/Salon,10.0,6.29,17.0,Rent,0.0,First,0.0,10.55,14.0,TX,562.0,,Renewal,34234.4,23142.85,32246,373418.4,Pos
APP-305296,1.25,25000.0,0,2.0,Daily,Female,2/3/2017,57.0,25000.0,,1.0,1.0,1.0,1.0,0.0,75803.75,14953.33,21.0,1.0,1.0,1.0,1.0,668.0,59.3645,132.0,1.33,Yes,Retail,11.0,6.29,33.0,Rent,0.0,Second,0.0,10.8,33.0,AL,6337.0,10.8,New Deal,132508.63,324461.24,150499.14,909645,Pos
APP-308844,1.25,15000.0,0,2.0,Daily,Male,2/3/2017,50.0,15000.0,drug,2.0,2.0,2.0,2.0,0.25,26125.04,3287.99,4.25,1.0,1.0,1.0,1.0,724.0,22.0878,132.0,1.31,No,Concrete,20.0,6.29,16.0,Own,0.0,First,0.0,12.55,16.0,MI,741.0,12.7,New Deal,27884.89,0,29424.71,313500.48,Pos
APP-308451,1.24,6500.0,0,2.0,Daily,Male,2/3/2017,53.0,6500.0,,2.0,1.0,1.0,1.0,2.67,13406.85,3403.67,6.0,2.0,1.0,1.0,1.0,655.0,42.3553,110.0,1.36,Yes,Carpentry,18.0,5.24,9.0,Own,0.0,First,2.0,12.65,9.0,IN,828.0,19.2,New Deal,0.0,0,19982.27,160882.2,Pos
APP-309855,1.25,8500.0,0,2.0,Daily,Male,2/3/2017,40.0,8500.0,,1.0,1.0,1.0,1.0,0.0,12294,3441.22,5.0,1.0,1.0,1.0,1.0,623.0,40.7921,132.0,1.31,Yes,Web development,21.0,6.29,8.0,Rent,0.0,First,0.0,15.0,8.0,NY,1177.0,8.1,New Deal,0.0,0,4440,147528,Pos
APP-309213,1.25,78000.0,0,2.0,Daily,Male,2/3/2017,56.0,78000.0,,3.0,1.0,1.0,1.0,0.0,188572.32,6324,180.67,2.0,1.0,1.0,1.0,690.0,3.9059,132.0,1.37,Yes,Healthcare,34.0,6.29,10.0,Rent,0.0,Second,2.0,17.11,10.0,TX,485.0,6.7,New Deal,191401.23,155220.86,178882.37,2262867.84,Pos
APP-308992,1.25,18000.0,0,2.0,Daily,Male,2/3/2017,46.0,18000.0,drug,1.0,1.0,1.0,1.0,3.0,41101.66,2684.82,44.67,1.0,1.0,1.0,1.0,632.0,15.0292,132.0,1.31,Yes,Education,13.0,6.29,12.0,Own,0.0,Second,1.0,18.0,12.0,FL,1901.0,5.7,New Deal,33220.42,44644.52,38680.68,493219.92,Pos
APP-308179,1.25,25000.0,0,2.0,Daily,Male,2/3/2017,43.0,25000.0,,1.0,1.0,1.0,1.0,1.67,46427.91,3093.94,54.33,1.0,1.0,1.0,1.0,688.0,12.1909,132.0,1.34,Yes,Healthcare,14.0,6.29,9.0,Rent,0.0,Second,0.0,5.58,9.0,OH,870.0,4.1,New Deal,45465.0,57452.39,62689.44,557134.92,Pos
APP-309558,1.25,10500.0,0,2.0,Daily,Male,2/3/2017,45.0,10500.0,,3.0,1.0,1.0,2.0,0.0,24135.93,2223.29,38.0,2.0,1.0,1.0,2.0,575.0,20.4009,132.0,1.37,Yes,Landscaping,36.0,6.29,22.0,Own,1.0,Second,1.0,8.7,11.0,VA,595.0,6.7,New Deal,36212.06,17846.71,39135.09,289631.16,Pos
APP-309644,1.25,250000.0,0,2.0,Daily,Male,2/3/2017,48.0,250000.0,,2.0,1.0,1.0,1.0,0.0,456209.22,90543.12,54.67,2.0,1.0,1.0,1.0,684.0,45.5691,132.0,1.37,Yes,Retail,19.0,6.29,16.0,Rent,0.0,Second,0.0,,16.0,MI,2856.0,4.1,New Deal,605480.92,961070.3,424622.43,5474510.64,Pos
APP-309956,1.25,12000.0,0,2.0,Daily,,2/6/2017,46.0,12000.0,,3.0,1.0,1.0,3.0,4.67,21877.97,201.43,50.33,2.0,1.0,1.0,2.0,587.0,1.6173,132.0,1.37,Yes,Retail,12.0,6.29,4.0,Rent,0.0,First,0.0,12.0,0.0,NY,0.0,2.7,Renewal,17195.04,23242.11,31691.43,262535.64,Neg
APP-309699,1.25,9300.0,0,2.0,Daily,,2/6/2017,60.0,9300.0,,2.0,1.0,2.0,2.0,2.25,11197.7,562.84,29.25,1.0,1.0,1.0,1.0,672.0,5.8313,132.0,1.37,No,Restaurant,3.0,6.29,24.0,Own,1.0,First,6.0,18.13,18.0,MI,37.0,33.5,New Deal,24711.43,0,19130.43,134372.4,Neg
APP-309571,1.25,52500.0,0,2.5,Daily,Male,2/6/2017,54.0,52500.0,,1.0,1.0,1.0,1.0,2.33,63383.1,6591.98,62.33,1.0,1.0,1.0,1.0,577.0,12.0103,132.0,1.38,Yes,Healthcare,7.0,6.29,17.0,Rent,0.0,First,1.0,0.0,16.0,OR,3316.0,24.7,New Deal,0.0,0,54126.73,760597.2,Pos
APP-309456,1.25,67500.0,0,2.0,Daily,Male,2/6/2017,50.0,67500.0,,1.0,1.0,1.0,1.0,0.0,81626,2119.8,52.4,1.0,1.0,1.0,1.0,611.0,3.1168,132.0,1.33,Yes,Real Estate,24.0,6.29,8.0,Rent,0.0,First,0.0,0.0,7.0,SC,122.0,7.7,New Deal,94340.0,0,77507,979512,Pos
APP-309338,1.25,22000.0,0,2.0,Daily,Male,2/6/2017,61.0,22000.0,,1.0,1.0,1.0,1.0,0.0,26349.4,6419.89,61.33,1.0,1.0,1.0,1.0,609.0,28.1167,132.0,1.37,Yes,Media,20.0,6.29,12.0,Rent,0.0,First,0.0,0.0,12.0,FL,1669.0,6.2,New Deal,0.0,0,21089.89,316192.8,Pos
APP-308993,1.25,12000.0,0,2.0,Daily,Female,2/6/2017,41.0,12000.0,,1.0,1.0,1.0,1.0,0.0,14755.29,3745.33,4.67,1.0,1.0,1.0,1.0,630.0,30.0709,132.0,1.37,No,Home health care,41.0,6.29,69.0,Own,0.0,First,0.0,0.0,66.0,CA,5748.0,1.7,New Deal,0.0,0,5950,177063.48,Pos
APP-308935,1.25,9000.0,0,2.0,Daily,Male,2/6/2017,50.0,9000.0,,1.0,1.0,1.0,1.0,0.0,11101.1,3972.18,4.67,1.0,1.0,1.0,1.0,663.0,42.5241,132.0,1.37,Yes,Trucking,13.0,6.29,23.0,Rent,0.0,First,0.0,0.0,23.0,OH,3188.0,11.5,New Deal,0.0,0,10673.74,133213.2,Pos
APP-308765,1.25,8000.0,0,2.0,Daily,Male,2/6/2017,47.0,8000.0,,1.0,1.0,1.0,1.0,0.0,9752.5,989.01,20.75,1.0,1.0,1.0,1.0,632.0,11.9115,132.0,1.37,Yes,Landscaping,120.0,6.29,33.0,Rent,1.0,First,1.0,0.0,31.0,LA,4875.0,2.1,New Deal,5714.18,0,11997.5,117030,Pos
APP-308393,1.24,18000.0,0,2.0,Daily,Male,2/6/2017,30.0,18000.0,,1.0,1.0,1.0,1.0,0.75,41682.83,8437.43,3.5,1.0,1.0,1.0,1.0,658.0,39.0622,110.0,1.32,Yes,Retail,9.0,5.24,19.0,Rent,0.0,First,0.0,0.0,19.0,IL,2968.0,,New Deal,30084.36,0,60772.82,500193.96,Pos
APP-308793,1.25,14000.0,0,2.0,Daily,Female,2/6/2017,37.0,14000.0,drug,3.0,1.0,1.0,2.0,0.0,19942.49,2040.83,40.0,2.0,1.0,1.0,1.0,477.0,14.0456,132.0,1.37,No,Transportation,22.0,6.29,26.0,Own,0.0,First,0.0,15.35,20.0,TX,3948.0,2.9,Renewal,0.0,0,21741.31,239309.88,Pos
APP-309388,1.25,21000.0,0,2.0,Daily,Female,2/6/2017,40.0,21000.0,,1.0,1.0,1.0,1.0,2.8,39012.3,2217.93,21.0,1.0,1.0,1.0,1.0,654.0,10.6421,132.0,1.31,Yes,Retail,23.0,6.29,2.0,Rent,0.0,Second,0.0,17.93,2.0,CA,263.0,2.7,New Deal,46783.5,40143.15,52925.77,468147.6,Pos
APP-305070,1.225,5500.0,0,2.0,Daily,,2/6/2017,57.0,5500.0,traffic,1.0,1.0,1.0,1.0,1.67,10703.38,2862.61,12.0,1.0,1.0,1.0,1.0,679.0,32.1895,77.0,1.245,No,Landscaping,9.0,3.67,40.0,Own,0.0,First,0.0,18.0,39.0,MA,9530.0,24.5,New Deal,0.0,0,11820.14,128440.56,Pos
APP-309856,1.25,79500.0,0,2.0,Daily,Male,2/7/2017,38.0,79500.0,,1.0,1.0,1.0,1.0,0.5,95935.8,4138,22.5,1.0,1.0,1.0,1.0,624.0,,132.0,1.37,Yes,Real Estate,5.0,6.29,23.0,Rent,1.0,First,4.0,0.0,20.0,KY,3531.0,16.7,New Deal,91783.27,0,143676.02,1151229.6,Neg
APP-309982,1.24,10500.0,0,2.0,Daily,Male,2/7/2017,28.0,10500.0,traffic,1.0,1.0,1.0,1.0,0.29,21455.72,0,19.43,1.0,1.0,1.0,1.0,630.0,,110.0,1.36,No,Transportation,10.0,5.24,6.0,Own,0.0,First,0.0,12.75,2.0,NC,18.0,8.8,New Deal,16523.73,26763.9,12397.62,257468.64,Neg
APP-305345,1.26,100000.0,0,2.0,Daily,,2/7/2017,39.0,100000.0,,4.0,2.0,2.0,3.0,0.0,249888.51,32403.69,15.33,4.0,2.0,2.0,3.0,749.0,37.8044,154.0,1.32,Yes,Wholesale,49.0,7.33,3.0,Rent,0.0,Second,0.0,14.6,3.0,NJ,0.0,5.1,Paid Renewal,341181.11,306261.04,341181.11,2998662.12,Neg
APP-309499,1.25,10000.0,0,2.0,Daily,Male,2/7/2017,39.0,10000.0,drug,1.0,1.0,1.0,1.0,1.0,28349.8,6918.69,70.0,1.0,1.0,1.0,1.0,707.0,33.3302,132.0,1.37,Yes,Retail,11.0,6.29,8.0,Rent,0.0,Second,0.0,5.95,7.0,CA,117.0,5.0,New Deal,15249.74,18810.17,45292.65,340197.6,Neg
APP-310507,1.25,26000.0,0,2.0,Daily,Male,2/7/2017,41.0,26000.0,,2.0,1.0,1.0,1.0,0.0,50905.78,9063.57,11.0,1.0,1.0,1.0,1.0,615.0,34.0851,132.0,1.35,No,Construction,23.0,6.29,13.0,Rent,0.0,Second,0.0,6.93,11.0,FL,189.0,13.4,Renewal,20413.7,25775,54458.85,610869.36,Neg
APP-307830,1.25,10000.0,0,2.0,Daily,Male,2/7/2017,39.0,10000.0,traffic,1.0,1.0,1.0,1.0,0.6,26954.39,21683.98,37.2,1.0,1.0,1.0,1.0,695.0,115.203,134.0,1.37,Yes,Retail,17.0,6.38,18.0,Rent,0.0,Second,0.0,10.02,18.0,KY,618.0,4.1,New Deal,87091.1,24273,21050.6,323452.68,Pos
APP-310480,1.25,8500.0,0,2.0,Daily,Male,2/7/2017,31.0,8500.0,,3.0,1.0,2.0,3.0,0.0,35512.92,6061.29,10.67,2.0,1.0,1.0,2.0,619.0,68.7065,132.0,1.37,Yes,Contracting,27.0,6.29,5.0,Rent,0.0,Second,0.0,12.81,5.0,OH,512.0,7.2,New Deal,34430.0,26485,35440,426155.04,Pos
APP-310387,1.25,40000.0,0,2.0,Daily,Male,2/7/2017,46.0,40000.0,,3.0,1.0,1.0,3.0,0.0,63750.83,24208.81,3.0,1.0,1.0,1.0,1.0,649.0,58.3134,132.0,1.37,Yes,Healthcare,30.0,6.29,35.0,Rent,0.0,First,0.0,13.75,34.0,CA,5026.0,1.9,Renewal,0.0,0,81833.9,765009.96,Pos
APP-308644,1.25,20000.0,0,2.0,Daily,Female,2/7/2017,40.0,20000.0,,1.0,1.0,1.0,1.0,0.0,31296.68,4629.51,39.0,1.0,1.0,1.0,1.0,561.0,22.3023,132.0,1.37,No,Food trucks,21.0,6.29,10.0,Rent,0.0,First,0.0,14.0,6.0,CA,5815.0,,New Deal,25878.18,0,35739.41,375560.16,Pos
APP-308830,1.25,12000.0,0,2.0,Daily,Male,2/7/2017,49.0,12000.0,,3.0,1.0,1.0,3.0,2.0,17488.48,704.58,18.33,1.0,1.0,1.0,1.0,530.0,5.657,132.0,1.37,No,Trucking,40.0,6.29,13.0,Own,0.0,First,0.0,15.0,3.0,CA,2447.0,14.6,Renewal,0.0,0,23937.9,209861.76,Pos
APP-310078,1.25,14000.0,0,2.0,Daily,Male,2/7/2017,52.0,14000.0,,6.0,1.0,1.0,1.0,1.0,59232.33,8971.28,23.33,5.0,1.0,1.0,1.0,522.0,61.7432,132.0,1.37,No,Transportation,24.0,6.29,35.0,Rent,0.0,Second,3.0,15.13,33.0,CA,7404.0,13.8,New Deal,161002.0,76361.94,59778,710787.96,Pos
APP-309423,1.26,35000.0,0,0.0,Daily,Female,2/7/2017,44.0,35000.0,traffic,2.0,1.0,2.0,2.0,0.0,37860.68,24724.62,21.25,1.0,1.0,1.0,1.0,629.0,82.4154,154.0,1.32,Yes,Education,11.0,7.33,26.0,Rent,0.0,First,0.0,17.5,16.0,GA,2118.0,3.7,New Deal,20355.1,0,24143.51,454328.16,Pos
APP-310178,1.25,12000.0,0,2.0,Daily,Male,2/7/2017,52.0,12000.0,drug,2.0,2.0,2.0,2.0,0.86,20872.36,1878.73,41.29,1.0,1.0,1.0,1.0,530.0,10.423,132.0,1.37,Yes,Food & Beverage,5.0,6.29,34.0,Rent,0.0,First,1.0,18.0,25.0,TX,7184.0,12.4,New Deal,23194.55,32290.21,23875.58,250468.32,Pos
APP-309901,1.25,26500.0,0,2.0,Daily,Male,2/7/2017,44.0,26500.0,,1.0,1.0,1.0,1.0,1.6,32348.96,6046.77,8.4,1.0,1.0,1.0,1.0,671.0,21.8185,131.0,1.37,Yes,Finance,5.0,6.24,31.0,Rent,1.0,First,2.0,18.0,25.0,WI,4995.0,12.6,New Deal,41059.12,17676,49413.28,388187.52,Pos
APP-309205,1.25,10500.0,0,2.0,Daily,Male,2/7/2017,35.0,10500.0,,1.0,1.0,1.0,1.0,0.0,12820.49,1533.59,42.25,1.0,1.0,1.0,1.0,524.0,14.0722,132.0,1.37,Yes,Restaurant,54.0,6.29,25.0,Rent,0.0,First,0.0,18.0,18.0,TX,5131.0,1.3,New Deal,16192.78,0,20285.92,153845.88,Pos
APP-309255,1.26,125000.0,0,2.0,Daily,Female,2/7/2017,52.0,125000.0,,1.0,1.0,1.0,1.0,0.33,816058.51,69020.86,17.67,1.0,1.0,1.0,1.0,696.0,61.6186,154.0,1.38,Yes,Contracting,6.0,7.33,43.0,Own,0.0,Second,0.0,3.64,41.0,FL,3073.0,6.4,New Deal,590815.15,638106.23,618688.67,9792702.12,Pos
APP-310675,1.25,71000.0,0,2.0,Daily,Female,2/7/2017,48.0,71000.0,traffic,1.0,1.0,1.0,1.0,0.0,124219.61,16431.02,31.57,1.0,1.0,1.0,1.0,687.0,21.643,132.0,1.37,No,Healthcare,9.0,6.29,19.0,Rent,0.0,Second,0.0,5.53,18.0,FL,13546.0,4.6,New Deal,130497.25,146675.05,140280.9,1490635.32,Pos
APP-310005,1.25,106000.0,0,2.0,Daily,Female,2/7/2017,82.0,106000.0,drug,2.0,2.0,2.0,2.0,0.0,268268.27,60234.9,15.67,2.0,2.0,2.0,2.0,693.0,54.7515,132.0,1.37,No,Contracting,28.0,6.29,29.0,Own,0.0,Second,0.0,6.58,26.0,NC,3219.0,4.8,New Deal,274250.14,294325.05,297909.11,3219219.24,Pos
APP-309748,1.25,51500.0,0,2.0,Daily,Male,2/7/2017,45.0,51500.0,traffic,6.0,1.0,1.0,1.0,2.33,118933.43,16888.48,10.0,6.0,1.0,1.0,1.0,688.0,31.5962,132.0,1.37,Yes,Construction,64.0,6.29,8.0,Rent,0.0,Second,0.0,8.57,7.0,GA,1979.0,9.0,New Deal,134221.1,65607.64,104267.68,1427201.16,Pos
APP-309215,1.25,210000.0,0,2.0,Daily,,2/7/2017,44.0,210000.0,,4.0,1.0,1.0,1.0,0.0,489087.18,72869.5,25.6,3.0,1.0,1.0,1.0,670.0,35.5068,132.0,1.29,No,Trucking,42.0,6.29,36.0,Own,0.0,Third,0.0,9.12,34.0,OH,3972.0,10.7,New Deal,674776.46,705659.09,515839.75,5869046.16,Pos
APP-310453,1.25,10000.0,0,2.5,Weekly,Female,2/7/2017,40.0,10000.0,,1.0,1.0,1.0,1.0,0.0,23166.37,4381.98,5.67,1.0,1.0,1.0,1.0,661.0,44.1554,132.0,1.31,No,Construction,13.0,6.29,9.0,Rent,0.0,First,0.0,9.45,5.0,IL,157.0,1.3,New Deal,0.0,0,30000,277996.44,Pos
APP-309985,1.25,25000.0,0,2.0,Daily,Male,2/7/2017,41.0,25000.0,,3.0,1.0,1.0,2.0,0.0,83371.05,11615.6,44.33,3.0,1.0,1.0,2.0,521.0,44.7666,132.0,1.37,Yes,Contracting,30.0,6.29,19.0,Own,0.0,Second,0.0,9.88,15.0,VA,1726.0,6.3,New Deal,122557.81,75169.31,86957.37,1000452.6,Pos
APP-309951,1.25,46500.0,0,2.0,Daily,,2/8/2017,37.0,46500.0,,1.0,1.0,1.0,1.0,0.0,56250.67,3853.33,27.0,1.0,1.0,1.0,1.0,558.0,7.9844,132.0,1.37,Yes,Body Shops,24.0,6.29,44.0,Rent,1.0,First,1.0,0.0,43.0,IL,4436.0,,New Deal,0.0,0,60450,675008.04,Neg
APP-309461,1.25,12500.0,0,2.0,Daily,,2/8/2017,61.0,12500.0,,1.0,1.0,1.0,1.0,0.33,40164.67,1439.39,43.0,1.0,1.0,1.0,1.0,560.0,11.2593,132.0,1.35,Yes,Auto Repair,9.0,6.29,20.0,Own,0.0,Second,0.0,11.2,20.0,AR,1392.0,2.7,New Deal,29145.0,52014,43038.93,481976.04,Neg
APP-310518,1.25,24000.0,0,2.0,Daily,,2/8/2017,42.0,24000.0,,1.0,1.0,1.0,1.0,0.0,42005.43,12484.77,6.71,1.0,1.0,1.0,1.0,714.0,58.2758,132.0,1.32,No,Trucking,19.0,6.29,27.0,Own,0.0,First,0.0,12.5,23.0,CA,1303.0,2.6,New Deal,72557.0,68737,36004,504065.16,Neg
APP-310390,1.25,12000.0,0,2.0,Daily,Male,2/8/2017,66.0,12000.0,traffic,1.0,1.0,1.0,1.0,0.25,14472.87,4164.68,6.0,1.0,1.0,1.0,1.0,676.0,33.4378,132.0,1.37,Yes,Property Management,7.0,6.29,52.0,Rent,0.0,First,0.0,0.0,51.0,AR,5485.0,6.3,New Deal,13851.4,0,14572.1,173674.44,Pos
APP-310319,1.25,10000.0,0,2.0,Daily,Male,2/8/2017,40.0,10000.0,traffic,1.0,1.0,1.0,1.0,2.17,12128.63,1614.67,24.67,1.0,1.0,1.0,1.0,632.0,15.5571,132.0,1.37,Yes,Landscaping,10.0,6.29,10.0,Rent,0.0,First,0.0,0.0,9.0,CA,935.0,1.9,New Deal,15258.32,14602.38,10627.92,145543.56,Pos
APP-311044,1.25,13000.0,0,2.0,Daily,Male,2/8/2017,33.0,13000.0,drug,2.0,2.0,2.0,2.0,0.0,37507.15,4085.22,120.67,2.0,2.0,2.0,2.0,540.0,31.9083,132.0,1.3,No,Auto Repair,16.0,6.29,16.0,Rent,0.0,Second,0.0,10.47,15.0,LA,2949.0,6.6,Potential Dupe,56189.03,58085.53,40171.84,450085.8,Pos
APP-310406,1.25,8000.0,0,2.0,Daily,Male,2/8/2017,42.0,8000.0,drug,2.0,1.0,1.0,2.0,0.33,13928.64,3233.18,24.33,1.0,1.0,1.0,1.0,616.0,41.6754,132.0,1.28,No,Construction,33.0,6.29,15.0,Own,0.0,First,1.0,11.75,11.0,NC,2754.0,6.7,Renewal,0.0,0,7457.67,167143.68,Pos
APP-301698,1.26,21000.0,0,2.0,Daily,Male,2/8/2017,54.0,21000.0,drug,8.0,1.0,1.0,2.0,6.75,33319.77,420.33,74.25,5.0,1.0,1.0,1.0,577.0,2.2337,154.0,1.38,Yes,Auto Repair,39.0,7.33,15.0,Rent,0.0,First,2.0,11.9,15.0,IN,3583.0,5.5,Renewal,32282.17,29622.8,35151.75,399837.24,Pos
APP-311011,1.25,10000.0,0,2.0,Daily,Male,2/8/2017,34.0,10000.0,drug,1.0,1.0,1.0,1.0,3.67,17907.22,582,35.0,1.0,1.0,1.0,1.0,638.0,5.6075,132.0,1.37,No,Bars,14.0,6.29,22.0,Rent,0.0,First,0.0,12.25,21.0,OH,1303.0,3.7,New Deal,0.0,0,23007.48,214886.64,Pos
APP-310916,1.25,5800.0,0,2.0,Daily,Male,2/8/2017,45.0,5800.0,traffic,1.0,1.0,1.0,1.0,0.0,10181.37,2006.45,6.0,1.0,1.0,1.0,1.0,657.0,34.8584,132.0,1.31,No,Transportation,5.0,6.29,37.0,Rent,1.0,First,1.0,12.5,35.0,IN,416.0,4.1,New Deal,0.0,0,8186.67,122176.44,Pos
APP-309725,1.25,15000.0,0,2.0,Daily,Male,2/8/2017,40.0,15000.0,,1.0,1.0,1.0,1.0,0.0,117833.33,25417.67,9.33,1.0,1.0,1.0,1.0,516.0,163.2687,132.0,1.37,No,Transportation,25.0,6.29,27.0,Own,0.0,Second,0.0,12.5,25.0,NY,3872.0,12.4,New Deal,97315.0,102403,136163,1413999.96,Pos
APP-310987,1.25,20000.0,0,2.0,Daily,Male,2/8/2017,34.0,20000.0,,1.0,1.0,1.0,1.0,0.0,33544.71,0,17.25,1.0,1.0,1.0,1.0,591.0,,132.0,1.37,Yes,HVAC,8.0,6.29,14.0,Rent,0.0,First,0.0,13.0,6.0,CO,287.0,,New Deal,60347.41,0,18666.29,402536.52,Pos
APP-310707,1.25,11000.0,0,2.0,Daily,Female,2/8/2017,44.0,11000.0,,2.0,1.0,1.0,1.0,0.0,17991.85,7629.44,25.67,1.0,1.0,1.0,1.0,660.0,67.8172,132.0,1.35,Yes,Jewelry stores,20.0,6.29,50.0,Rent,0.0,First,0.0,13.2,49.0,CA,2763.0,10.6,Renewal,0.0,0,12625.92,215902.2,Pos
APP-310676,1.25,22500.0,0,2.0,Daily,Female,2/8/2017,63.0,22500.0,,2.0,1.0,1.0,1.0,0.67,119939.58,58520.81,6.0,2.0,1.0,1.0,1.0,636.0,250.603,132.0,1.37,Yes,Contracting,19.0,6.29,35.0,Rent,0.0,Second,0.0,13.82,34.0,IL,14259.0,17.7,New Deal,531192.58,569059.11,189398.8,1439274.96,Pos
APP-310099,1.25,13500.0,0,2.0,Daily,Male,2/8/2017,42.0,13500.0,,1.0,1.0,1.0,1.0,0.0,84569.3,10100.02,29.67,1.0,1.0,1.0,1.0,714.0,73.6959,132.0,1.34,No,Retail,8.0,6.29,4.0,Own,0.0,Second,0.0,14.5,4.0,NJ,48.0,5.2,New Deal,57618.35,48757.39,108273.61,1014831.6,Pos
APP-309836,1.25,33500.0,0,2.0,Daily,Male,2/8/2017,50.0,33500.0,,2.0,1.0,1.0,2.0,0.0,193531.96,56452.94,4.5,1.0,1.0,1.0,1.0,625.0,162.3657,132.0,1.37,Yes,Counseling,35.0,6.29,50.0,Rent,0.0,Second,0.0,15.19,50.0,CA,6061.0,12.2,Paid Renewal,219468.15,199201.04,205615.41,2322383.52,Pos
APP-309531,1.25,55000.0,0,2.0,Daily,Male,2/8/2017,36.0,55000.0,drug,2.0,1.0,1.0,2.0,0.25,66679.91,11476.62,12.5,1.0,1.0,1.0,1.0,673.0,20.1051,132.0,1.37,Yes,Healthcare,35.0,6.29,19.0,Own,0.0,First,0.0,18.0,14.0,UT,4197.0,1.8,Renewal,114426.4,60000,95861.36,800158.92,Pos
APP-310266,1.26,200000.0,0,2.0,Daily,Male,2/8/2017,46.0,200000.0,,8.0,4.0,4.0,5.0,0.33,365119.66,69626.53,10.83,8.0,4.0,4.0,5.0,649.0,40.6154,154.0,1.32,Yes,Construction,43.0,7.33,7.0,Own,0.0,Second,0.0,3.12,4.0,LA,6044.0,13.8,New Deal,396571.88,409123.63,266744.63,4381435.92,Pos
APP-310608,1.25,15000.0,0,2.0,Daily,Female,2/8/2017,46.0,15000.0,,3.0,1.0,2.0,3.0,0.0,34353.09,4113.67,37.0,1.0,1.0,1.0,1.0,561.0,26.8149,132.0,1.35,No,Printing,8.0,6.29,57.0,Own,0.0,Second,0.0,3.17,51.0,TX,18961.0,18.7,Renewal,30721.6,28578.86,36296.91,412237.08,Pos
APP-311101,1.25,15000.0,0,2.0,Daily,Male,2/8/2017,47.0,15000.0,,1.0,1.0,1.0,1.0,0.0,64351.96,16838.39,18.33,1.0,1.0,1.0,1.0,640.0,108.1603,132.0,1.37,Yes,Contracting,15.0,6.29,6.0,Rent,0.0,Second,0.0,5.22,6.0,LA,852.0,4.2,New Deal,76505.49,82686.14,69700.59,772223.52,Pos
